timestep,demand+AF8-mid,demand+AF8-south,demand+AF8-north,wind+AF8-mid,pv+AF8-mid,hydro+AF8-mid,wind+AF8-south,pv+AF8-south,hydro+AF8-south,wind+AF8-north,pv+AF8-north,hydro+AF8-north
4068,64031.1222189852,64031.1222189852,64031.1222189852,0.004397343,0.436974519,0.5305801698,0.004397343,0.436974519,0.5305801698,0.004397343,0.436974519,0.5305801698
4069,63341.2517806245,63341.2517806245,63341.2517806245,0.0049871938,0.4387140493,0.5306354389,0.0049871938,0.4387140493,0.5306354389,0.0049871938,0.4387140493,0.5306354389
4070,62582.2021339603,62582.2021339603,62582.2021339603,0.0033028255,0.4173546743,0.5306905089,0.0033028255,0.4173546743,0.5306905089,0.0033028255,0.4173546743,0.5306905089
4071,61149.6160286737,61149.6160286737,61149.6160286737,0.0037003001,0.3735997385,0.5307453794,0.0037003001,0.3735997385,0.5307453794,0.0037003001,0.3735997385,0.5307453794
4072,60821.0147892317,60821.0147892317,60821.0147892317,0.0030422126,0.3188465237,0.5308000501,0.0030422126,0.3188465237,0.5308000501,0.0030422126,0.3188465237,0.5308000501
4073,60218.5791835881,60218.5791835881,60218.5791835881,0.0036044731,0.2354869941,0.5308545207,0.0036044731,0.2354869941,0.5308545207,0.0036044731,0.2354869941,0.5308545207
4074,59140.5365208574,59140.5365208574,59140.5365208574,0.0020502585,0.1462233422,0.5309087909,0.0020502585,0.1462233422,0.5309087909,0.0020502585,0.1462233422,0.5309087909
4075,56819.1897533374,56819.1897533374,56819.1897533374,0.003986336,0.0672754913,0.5309628603,0.003986336,0.0672754913,0.5309628603,0.003986336,0.0672754913,0.5309628603
4076,54968.6459312167,54968.6459312167,54968.6459312167,0.013226625,0.0071733992,0.5310167287,0.013226625,0.0071733992,0.5310167287,0.013226625,0.0071733992,0.5310167287
4077,54271.0889141556,54271.0889141556,54271.0889141556,0.0331553819,0,0.5310703957,0.0331553819,0,0.5310703957,0.0331553819,0,0.5310703957
4078,49703.3395214445,49703.3395214445,49703.3395214445,0.0684634265,0,0.531123861,0.0684634265,0,0.531123861,0.0684634265,0,0.531123861
4079,45632.3352772465,45632.3352772465,45632.3352772465,0.1094075645,0,0.5311771244,0.1094075645,0,0.5311771244,0.1094075645,0,0.5311771244
4080,43888.4427345939,43888.4427345939,43888.4427345939,0.1566415651,0,0.5312301855,0.1566415651,0,0.5312301855,0.1566415651,0,0.5312301855
4081,42772.9280006987,42772.9280006987,42772.9280006987,0.1994337842,0,0.5312830439,0.1994337842,0,0.5312830439,0.1994337842,0,0.5312830439
4082,42816.1650058884,42816.1650058884,42816.1650058884,0.2106916278,0,0.5313356995,0.2106916278,0,0.5313356995,0.2106916278,0,0.5313356995
4083,43667.4535969575,43667.4535969575,43667.4535969575,0.213394458,0,0.5313881519,0.213394458,0,0.5313881519,0.213394458,0,0.5313881519
4084,46079.1176642071,46079.1176642071,46079.1176642071,0.2217344172,0.0001598047,0.5314404007,0.2217344172,0.0001598047,0.5314404007,0.2217344172,0.0001598047,0.5314404007
4085,53908.8588928994,53908.8588928994,53908.8588928994,0.2295539457,0.0335724751,0.5314924457,0.2295539457,0.0335724751,0.5314924457,0.2295539457,0.0335724751,0.5314924457
4086,60204.1668485248,60204.1668485248,60204.1668485248,0.2079416175,0.0821088288,0.5315442866,0.2079416175,0.0821088288,0.5315442866,0.2079416175,0.0821088288,0.5315442866
4087,63445.0205930799,63445.0205930799,63445.0205930799,0.168631724,0.1545095216,0.5315959231,0.168631724,0.1545095216,0.5315959231,0.168631724,0.1545095216,0.5315959231
4088,64029.2005743101,64029.2005743101,64029.2005743101,0.1406697091,0.2402208268,0.5316473548,0.1406697091,0.2402208268,0.5316473548,0.1406697091,0.2402208268,0.5316473548
4089,65293.6427705255,65293.6427705255,65293.6427705255,0.1412524404,0.312581823,0.5316985815,0.1412524404,0.312581823,0.5316985815,0.1412524404,0.312581823,0.5316985815
4090,66683.9526929598,66683.9526929598,66683.9526929598,0.1431764553,0.3618932804,0.5317496029,0.1431764553,0.3618932804,0.5317496029,0.1431764553,0.3618932804,0.5317496029
4091,66093.0469553668,66093.0469553668,66093.0469553668,0.1474514616,0.3906268282,0.5318004186,0.1474514616,0.3906268282,0.5318004186,0.1474514616,0.3906268282,0.5318004186
4092,65465.6299689468,65465.6299689468,65465.6299689468,0.1385029564,0.3989883296,0.5318510285,0.1385029564,0.3989883296,0.5318510285,0.1385029564,0.3989883296,0.5318510285
4093,64644.1268703419,64644.1268703419,64644.1268703419,0.1299432907,0.4072650937,0.5319014321,0.1299432907,0.4072650937,0.5319014321,0.1299432907,0.4072650937,0.5319014321
4094,63769.7785431717,63769.7785431717,63769.7785431717,0.1135025844,0.3885750681,0.5319516292,0.1135025844,0.3885750681,0.5319516292,0.1135025844,0.3885750681,0.5319516292
4095,62500.5322352686,62500.5322352686,62500.5322352686,0.1053468852,0.3444129866,0.5320016194,0.1053468852,0.3444129866,0.5320016194,0.1053468852,0.3444129866,0.5320016194
4096,61768.3856140557,61768.3856140557,61768.3856140557,0.098860275,0.2803877907,0.5320514026,0.098860275,0.2803877907,0.5320514026,0.098860275,0.2803877907,0.5320514026
4097,61212.0694806145,61212.0694806145,61212.0694806145,0.081123899,0.1956052867,0.5321009784,0.081123899,0.1956052867,0.5321009784,0.081123899,0.1956052867,0.5321009784
4098,60096.5547467193,60096.5547467193,60096.5547467193,0.0701357092,0.1175406876,0.5321503465,0.0701357092,0.1175406876,0.5321503465,0.0701357092,0.1175406876,0.5321503465
4099,57358.2110847027,57358.2110847027,57358.2110847027,0.0303020718,0.0473706445,0.5321995066,0.0303020718,0.0473706445,0.5321995066,0.0303020718,0.0473706445,0.5321995066
4100,55927.5466240913,55927.5466240913,55927.5466240913,0.0303020718,0.0038251343,0.5322484584,0.0303020718,0.0038251343,0.5322484584,0.0303020718,0.0038251343,0.5322484584
4101,54375.8185489485,54375.8185489485,54375.8185489485,0.0457681481,0,0.5322972017,0.0457681481,0,0.5322972017,0.0457681481,0,0.5322972017
4102,49575.5501505504,49575.5501505504,49575.5501505504,0.0740477162,0,0.5323457361,0.0740477162,0,0.5323457361,0.0740477162,0,0.5323457361
4103,45607.3538964702,45607.3538964702,45607.3538964702,0.1000439215,0,0.5323940614,0.1000439215,0,0.5323940614,0.1000439215,0,0.5323940614
4104,43537.7425813882,43537.7425813882,43537.7425813882,0.117414077,0,0.5324421773,0.117414077,0,0.5324421773,0.117414077,0,0.5324421773
4105,42501.0152791722,42501.0152791722,42501.0152791722,0.1011660954,0,0.5324900835,0.1011660954,0,0.5324900835,0.1011660954,0,0.5324900835
4106,42313.65492335,42313.65492335,42313.65492335,0.0878124437,0,0.5325377797,0.0878124437,0,0.5325377797,0.0878124437,0,0.5325377797
4107,43193.7681845455,43193.7681845455,43193.7681845455,0.0649918962,0,0.5325852656,0.0649918962,0,0.5325852656,0.0649918962,0,0.5325852656
4108,45360.42255572,45360.42255572,45360.42255572,0.0589974258,0.0013242415,0.532632541,0.0589974258,0.0013242415,0.532632541,0.0589974258,0.0013242415,0.532632541
4109,52791.4225143291,52791.4225143291,52791.4225143291,0.0505597446,0.0138411742,0.5326796055,0.0505597446,0.0138411742,0.5326796055,0.0505597446,0.0138411742,0.5326796055
4110,59152.066388908,59152.066388908,59152.066388908,0.0432835035,0.0457089809,0.5327264589,0.0432835035,0.0457089809,0.5327264589,0.0432835035,0.0457089809,0.5327264589
4111,62648.4988752512,62648.4988752512,62648.4988752512,0.0126219726,0.0940381992,0.532773101,0.0126219726,0.0940381992,0.532773101,0.0126219726,0.0940381992,0.532773101
4112,63557.4368065732,63557.4368065732,63557.4368065732,0.0109569274,0.1414187679,0.5328195313,0.0109569274,0.1414187679,0.5328195313,0.0109569274,0.1414187679,0.5328195313
4113,65365.7044458417,65365.7044458417,65365.7044458417,0.0116661642,0.1807022255,0.5328657498,0.0116661642,0.1807022255,0.5328657498,0.0116661642,0.1807022255,0.5328657498
4114,67172.0504404351,67172.0504404351,67172.0504404351,0.0157372304,0.1931163539,0.532911756,0.0157372304,0.1931163539,0.532911756,0.0157372304,0.1931163539,0.532911756
4115,66833.8409776176,66833.8409776176,66833.8409776176,0.0205103011,0.1858042707,0.5329575497,0.0205103011,0.1858042707,0.5329575497,0.0205103011,0.1858042707,0.5329575497
4116,65896.0783761691,65896.0783761691,65896.0783761691,0.0292224589,0.1781519663,0.5330031306,0.0292224589,0.1781519663,0.5330031306,0.0292224589,0.1781519663,0.5330031306
4117,64446.1974688066,64446.1974688066,64446.1974688066,0.0075898666,0.1707716862,0.5330484985,0.0075898666,0.1707716862,0.5330484985,0.0075898666,0.1707716862,0.5330484985
4118,63347.0167146498,63347.0167146498,63347.0167146498,0.0118651013,0.1761882515,0.5330936531,0.0118651013,0.1761882515,0.5330936531,0.0118651013,0.1761882515,0.5330936531
4119,61971.1191272787,61971.1191272787,61971.1191272787,0.0226627547,0.1721651425,0.5331385942,0.0226627547,0.1721651425,0.5331385942,0.0226627547,0.1721651425,0.5331385942
4120,61562.7696338201,61562.7696338201,61562.7696338201,0.0324758681,0.1510632873,0.5331833213,0.0324758681,0.1510632873,0.5331833213,0.0324758681,0.1510632873,0.5331833213
4121,60385.7622703217,60385.7622703217,60385.7622703217,0.0452421729,0.1218500709,0.5332278344,0.0452421729,0.1218500709,0.5332278344,0.0452421729,0.1218500709,0.5332278344
4122,59125.1633634566,59125.1633634566,59125.1633634566,0.0602907944,0.0758352217,0.533272133,0.0602907944,0.0758352217,0.533272133,0.0602907944,0.0758352217,0.533272133
4123,56767.3053471097,56767.3053471097,56767.3053471097,0.0318914697,0.0414352229,0.533316217,0.0318914697,0.0414352229,0.533316217,0.0318914697,0.0414352229,0.533316217
4124,54755.3433722807,54755.3433722807,54755.3433722807,0.0361975331,0.00271668,0.5333600861,0.0361975331,0.00271668,0.5333600861,0.0361975331,0.00271668,0.5333600861
4125,53239.1657236273,53239.1657236273,53239.1657236273,0.0504330007,0,0.53340374,0.0504330007,0,0.53340374,0.0504330007,0,0.53340374
4126,48748.2821179201,48748.2821179201,48748.2821179201,0.0767018703,0,0.5334471785,0.0767018703,0,0.5334471785,0.0767018703,0,0.5334471785
4127,45322.9504845555,45322.9504845555,45322.9504845555,0.1142070905,0,0.5334904013,0.1142070905,0,0.5334904013,0.1142070905,0,0.5334904013
4128,43604.0393226792,43604.0393226792,43604.0393226792,0.1433147638,0,0.5335334081,0.1433147638,0,0.5335334081,0.1433147638,0,0.5335334081
4129,42745.0641529098,42745.0641529098,42745.0641529098,0.1704054388,0,0.5335761986,0.1704054388,0,0.5335761986,0.1704054388,0,0.5335761986
4130,42844.9896760149,42844.9896760149,42844.9896760149,0.1803455145,0,0.5336187727,0.1803455145,0,0.5336187727,0.1803455145,0,0.5336187727
4131,43525.2518910001,43525.2518910001,43525.2518910001,0.1752347732,0,0.53366113,0.1752347732,0,0.53366113,0.1752347732,0,0.53366113
4132,45536.2530434916,45536.2530434916,45536.2530434916,0.1582955402,0,0.5337032704,0.1582955402,0,0.5337032704,0.1582955402,0,0.5337032704
4133,52820.2471844556,52820.2471844556,52820.2471844556,0.1350283229,0.0231742271,0.5337451935,0.1350283229,0.0231742271,0.5337451935,0.1350283229,0.0231742271,0.5337451935
4134,58638.0264383189,58638.0264383189,58638.0264383189,0.1147803507,0.0639017798,0.5337868991,0.1147803507,0.0639017798,0.5337868991,0.1147803507,0.0639017798,0.5337868991
4135,61825.0741319711,61825.0741319711,61825.0741319711,0.0762296567,0.1399588959,0.5338283869,0.0762296567,0.1399588959,0.5338283869,0.0762296567,0.1399588959,0.5338283869
4136,62981.9042263809,62981.9042263809,62981.9042263809,0.0767073968,0.1951704042,0.5338696567,0.0767073968,0.1951704042,0.5338696567,0.0767073968,0.1951704042,0.5338696567
4137,64703.6978552699,64703.6978552699,64703.6978552699,0.0785134028,0.2126886134,0.5339107082,0.0785134028,0.2126886134,0.5339107082,0.0785134028,0.2126886134,0.5339107082
4138,65742.3468021612,65742.3468021612,65742.3468021612,0.084148792,0.2344475001,0.5339515413,0.084148792,0.2344475001,0.5339515413,0.084148792,0.2344475001,0.5339515413
4139,64794.0151549996,64794.0151549996,64794.0151549996,0.0806517628,0.2759005356,0.5339921555,0.0806517628,0.2759005356,0.5339921555,0.0806517628,0.2759005356,0.5339921555
4140,63168.3037598656,63168.3037598656,63168.3037598656,0.0684985181,0.2809715359,0.5340325508,0.0684985181,0.2809715359,0.5340325508,0.0684985181,0.2809715359,0.5340325508
4141,61321.6032270951,61321.6032270951,61321.6032270951,0.0908120909,0.2904493801,0.5340727268,0.0908120909,0.2904493801,0.5340727268,0.0908120909,0.2904493801,0.5340727268
4142,59880.3697207706,59880.3697207706,59880.3697207706,0.0873580529,0.2701155035,0.5341126833,0.0873580529,0.2701155035,0.5341126833,0.0873580529,0.2701155035,0.5341126833
4143,58753.3251188248,58753.3251188248,58753.3251188248,0.0824623573,0.2135708474,0.53415242,0.0824623573,0.2135708474,0.53415242,0.0824623573,0.2135708474,0.53415242
4144,58659.164529745,58659.164529745,58659.164529745,0.073220218,0.1602841207,0.5341919368,0.073220218,0.1602841207,0.5341919368,0.073220218,0.1602841207,0.5341919368
4145,58116.2999090294,58116.2999090294,58116.2999090294,0.0612969166,0.1133165504,0.5342312333,0.0612969166,0.1133165504,0.5342312333,0.0612969166,0.1133165504,0.5342312333
4146,56707.7343621816,56707.7343621816,56707.7343621816,0.052632293,0.0713461853,0.5342703094,0.052632293,0.0713461853,0.5342703094,0.052632293,0.0713461853,0.5342703094
4147,54070.2770456078,54070.2770456078,54070.2770456078,0.0560550094,0.0402659512,0.5343091648,0.0560550094,0.0402659512,0.5343091648,0.0560550094,0.0402659512,0.5343091648
4148,52047.7460250657,52047.7460250657,52047.7460250657,0.0524329531,0.0022756903,0.5343477992,0.0524329531,0.0022756903,0.5343477992,0.0524329531,0.0022756903,0.5343477992
4149,51142.6513830939,51142.6513830939,51142.6513830939,0.0531953727,0,0.5343862124,0.0531953727,0,0.5343862124,0.0531953727,0,0.5343862124
4150,47570.3139320842,47570.3139320842,47570.3139320842,0.0587724023,0,0.5344244042,0.0587724023,0,0.5344244042,0.0587724023,0,0.5344244042
4151,44288.1448270146,44288.1448270146,44288.1448270146,0.0680210525,0,0.5344623743,0.0680210525,0,0.5344623743,0.0680210525,0,0.5344623743
4152,42315.5765680251,42315.5765680251,42315.5765680251,0.072908351,0,0.5345001225,0.072908351,0,0.5345001225,0.072908351,0,0.5345001225
4153,40530.3686648578,40530.3686648578,40530.3686648578,0.1098061433,0,0.5345376486,0.1098061433,0,0.5345376486,0.1098061433,0,0.5345376486
4154,40033.6235163446,40033.6235163446,40033.6235163446,0.1089409538,0,0.5345749524,0.1089409538,0,0.5345749524,0.1089409538,0,0.5345749524
4155,39855.8713838979,39855.8713838979,39855.8713838979,0.0980834558,0,0.5346120336,0.0980834558,0,0.5346120336,0.0980834558,0,0.5346120336
4156,39580.1153730212,39580.1153730212,39580.1153730212,0.0888166591,0.0001140008,0.5346488919,0.0888166591,0.0001140008,0.5346488919,0.0888166591,0.0001140008,0.5346488919
4157,41852.4602013261,41852.4602013261,41852.4602013261,0.0799404468,0.0174286372,0.5346855272,0.0799404468,0.0174286372,0.5346855272,0.0799404468,0.0174286372,0.5346855272
4158,45339.2844642939,45339.2844642939,45339.2844642939,0.0728892102,0.0521683482,0.5347219393,0.0728892102,0.0521683482,0.5347219393,0.0728892102,0.0521683482,0.5347219393
4159,49339.1878555132,49339.1878555132,49339.1878555132,0.0663674486,0.0981658937,0.5347581278,0.0663674486,0.0981658937,0.5347581278,0.0663674486,0.0981658937,0.5347581278
4160,52076.5706951922,52076.5706951922,52076.5706951922,0.0553488359,0.1421193131,0.5347940926,0.0553488359,0.1421193131,0.5347940926,0.0553488359,0.1421193131,0.5347940926
4161,53761.8530752543,53761.8530752543,53761.8530752543,0.0595922335,0.1808587222,0.5348298335,0.0595922335,0.1808587222,0.5348298335,0.0595922335,0.1808587222,0.5348298335
4162,54690.9682756648,54690.9682756648,54690.9682756648,0.0693228816,0.2204251461,0.5348653502,0.0693228816,0.2204251461,0.5348653502,0.0693228816,0.2204251461,0.5348653502
4163,53324.6789116692,53324.6789116692,53324.6789116692,0.0882047459,0.2547228495,0.5349006425,0.0882047459,0.2547228495,0.5349006425,0.0882047459,0.2547228495,0.5349006425
4164,51120.5524693303,51120.5524693303,51120.5524693303,0.1173356403,0.2721481786,0.5349357102,0.1173356403,0.2721481786,0.5349357102,0.1173356403,0.2721481786,0.5349357102
4165,49226.7716420198,49226.7716420198,49226.7716420198,0.148917058,0.2824789931,0.534970553,0.148917058,0.2824789931,0.534970553,0.148917058,0.2824789931,0.534970553
4166,48233.2813449935,48233.2813449935,48233.2813449935,0.1440602172,0.2760333669,0.5350051709,0.1440602172,0.2760333669,0.5350051709,0.1440602172,0.2760333669,0.5350051709
4167,47553.9799523459,47553.9799523459,47553.9799523459,0.1427742601,0.2553256797,0.5350395634,0.1427742601,0.2553256797,0.5350395634,0.1427742601,0.2553256797,0.5350395634
4168,47755.7526432313,47755.7526432313,47755.7526432313,0.1403816603,0.2215995071,0.5350737305,0.1403816603,0.2215995071,0.5350737305,0.1403816603,0.2215995071,0.5350737305
4169,48073.7848369602,48073.7848369602,48073.7848369602,0.1313064689,0.1721765935,0.5351076719,0.1313064689,0.1721765935,0.5351076719,0.1313064689,0.1721765935,0.5351076719
4170,47474.2316983293,47474.2316983293,47474.2316983293,0.123540733,0.107720841,0.5351413874,0.123540733,0.107720841,0.5351413874,0.123540733,0.107720841,0.5351413874
4171,45214.3775604124,45214.3775604124,45214.3775604124,0.126658582,0.0512232612,0.5351748767,0.126658582,0.0512232612,0.5351748767,0.126658582,0.0512232612,0.5351748767
4172,44074.8422680785,44074.8422680785,44074.8422680785,0.1095532787,0.0034983998,0.5352081398,0.1095532787,0.0034983998,0.5352081398,0.1095532787,0.0034983998,0.5352081398
4173,44705.1417215111,44705.1417215111,44705.1417215111,0.1033799445,0,0.5352411763,0.1033799445,0,0.5352411763,0.1033799445,0,0.5352411763
4174,42364.5785072401,42364.5785072401,42364.5785072401,0.1006689811,0,0.535273986,0.1006689811,0,0.535273986,0.1006689811,0,0.535273986
4175,39283.2212707183,39283.2212707183,39283.2212707183,0.1052908337,0,0.5353065688,0.1052908337,0,0.5353065688,0.1052908337,0,0.5353065688
4176,37046.4268689027,37046.4268689027,37046.4268689027,0.115730079,0,0.5353389245,0.115730079,0,0.5353389245,0.115730079,0,0.5353389245
4177,36014.5036783743,36014.5036783743,36014.5036783743,0.1393650736,0,0.5353710528,0.1393650736,0,0.5353710528,0.1393650736,0,0.5353710528
4178,35489.8946820722,35489.8946820722,35489.8946820722,0.14971283,0,0.5354029535,0.14971283,0,0.5354029535,0.14971283,0,0.5354029535
4179,35009.4835132974,35009.4835132974,35009.4835132974,0.1448978353,0,0.5354346265,0.1448978353,0,0.5354346265,0.1448978353,0,0.5354346265
4180,34314.808963249,34314.808963249,34314.808963249,0.1334620352,0.0001598047,0.5354660715,0.1334620352,0.0001598047,0.5354660715,0.1334620352,0.0001598047,0.5354660715
4181,35077.7018992634,35077.7018992634,35077.7018992634,0.1267781113,0.0211904094,0.5354972883,0.1267781113,0.0211904094,0.5354972883,0.1267781113,0.0211904094,0.5354972883
4182,37206.8841992735,37206.8841992735,37206.8841992735,0.1024932187,0.0632467841,0.5355282767,0.1024932187,0.0632467841,0.5355282767,0.1024932187,0.0632467841,0.5355282767
4183,40112.4109480237,40112.4109480237,40112.4109480237,0.0933371326,0.139316878,0.5355590366,0.0933371326,0.139316878,0.5355590366,0.0933371326,0.139316878,0.5355590366
4184,42721.043594471,42721.043594471,42721.043594471,0.0717263157,0.2164010193,0.5355895678,0.0717263157,0.2164010193,0.5355895678,0.0717263157,0.2164010193,0.5355895678
4185,45050.0769406914,45050.0769406914,45050.0769406914,0.0622085267,0.2829431392,0.53561987,0.0622085267,0.2829431392,0.53561987,0.0622085267,0.2829431392,0.53561987
4186,47241.7126926422,47241.7126926422,47241.7126926422,0.0560265198,0.3319548356,0.535649943,0.0560265198,0.3319548356,0.535649943,0.0560265198,0.3319548356,0.535649943
4187,46737.2809654287,46737.2809654287,46737.2809654287,0.055558167,0.3572637787,0.5356797867,0.055558167,0.3572637787,0.5356797867,0.055558167,0.3572637787,0.5356797867
4188,44531.2328784146,44531.2328784146,44531.2328784146,0.0583255,0.3662085164,0.5357094009,0.0583255,0.3662085164,0.5357094009,0.0583255,0.3662085164,0.5357094009
4189,42872.8535238039,42872.8535238039,42872.8535238039,0.083178231,0.389705152,0.5357387853,0.083178231,0.389705152,0.5357387853,0.083178231,0.389705152,0.5357387853
4190,42163.7666386922,42163.7666386922,42163.7666386922,0.0667431396,0.365085812,0.5357679399,0.0667431396,0.365085812,0.5357679399,0.0667431396,0.365085812,0.5357679399
4191,41925.4826989799,41925.4826989799,41925.4826989799,0.0510470497,0.3197249407,0.5357968644,0.0510470497,0.3197249407,0.5357968644,0.0510470497,0.3197249407,0.5357968644
4192,43097.6859507905,43097.6859507905,43097.6859507905,0.0341157502,0.2646981748,0.5358255585,0.0341157502,0.2646981748,0.5358255585,0.0341157502,0.2646981748,0.5358255585
4193,44634.0408685324,44634.0408685324,44634.0408685324,0.0219709586,0.190852878,0.5358540222,0.0219709586,0.190852878,0.5358540222,0.0219709586,0.190852878,0.5358540222
4194,45073.1366767926,45073.1366767926,45073.1366767926,0.0125040278,0.1091789318,0.5358822553,0.0125040278,0.1091789318,0.5358822553,0.0125040278,0.1091789318,0.5358822553
4195,44585.0389293174,44585.0389293174,44585.0389293174,0.0062860392,0.0466113177,0.5359102576,0.0062860392,0.0466113177,0.5359102576,0.0062860392,0.0466113177,0.5359102576
4196,44812.7538233167,44812.7538233167,44812.7538233167,0.0049934832,0.0018265576,0.5359380288,0.0049934832,0.0018265576,0.5359380288,0.0049934832,0.0018265576,0.5359380288
4197,46813.1859300951,46813.1859300951,46813.1859300951,0.0093999396,0,0.5359655688,0.0093999396,0,0.5359655688,0.0093999396,0,0.5359655688
4198,43429.1696572451,43429.1696572451,43429.1696572451,0.0149482399,0,0.5359928775,0.0149482399,0,0.5359928775,0.0149482399,0,0.5359928775
4199,40311.3011718965,40311.3011718965,40311.3011718965,0.0221354736,0,0.5360199546,0.0221354736,0,0.5360199546,0.0221354736,0,0.5360199546
4200,38710.5711575387,38710.5711575387,38710.5711575387,0.0351828682,0,0.5360468,0.0351828682,0,0.5360468,0.0351828682,0,0.5360468
4201,38138.8818666966,38138.8818666966,38138.8818666966,0.0481252894,0,0.5360734136,0.0481252894,0,0.5360734136,0.0481252894,0,0.5360734136
4202,38615.4497461213,38615.4497461213,38615.4497461213,0.0694609242,0,0.536099795,0.0694609242,0,0.536099795,0.0694609242,0,0.536099795
4203,39682.923363139,39682.923363139,39682.923363139,0.0942732729,0,0.5361259442,0.0942732729,0,0.5361259442,0.0942732729,0,0.5361259442
4204,42849.7937877027,42849.7937877027,42849.7937877027,0.1124220998,0.0002280016,0.536151861,0.1124220998,0.0002280016,0.536151861,0.1124220998,0.0002280016,0.536151861
4205,51109.0226012797,51109.0226012797,51109.0226012797,0.1205330649,0.0196246796,0.5361775452,0.1205330649,0.0196246796,0.5361775452,0.1205330649,0.0196246796,0.5361775452
4206,58010.6094518989,58010.6094518989,58010.6094518989,0.127020306,0.0642356393,0.5362029967,0.127020306,0.0642356393,0.5362029967,0.127020306,0.0642356393,0.5362029967
4207,61730.9135428913,61730.9135428913,61730.9135428913,0.1228490479,0.1450975842,0.5362282152,0.1228490479,0.1450975842,0.5362282152,0.1228490479,0.1450975842,0.5362282152
4208,62934.823931841,62934.823931841,62934.823931841,0.0879346441,0.228069053,0.5362532007,0.0879346441,0.228069053,0.5362532007,0.0879346441,0.228069053,0.5362532007
4209,64486.5520069837,64486.5520069837,64486.5520069837,0.067686968,0.3029736922,0.536277953,0.067686968,0.3029736922,0.536277953,0.067686968,0.3029736922,0.536277953
4210,66131.4798488688,66131.4798488688,66131.4798488688,0.0652162877,0.3514479562,0.5363024718,0.0652162877,0.3514479562,0.5363024718,0.0652162877,0.3514479562,0.5363024718
4211,65726.0128224228,65726.0128224228,65726.0128224228,0.0760006708,0.3639796479,0.536326757,0.0760006708,0.3639796479,0.536326757,0.0760006708,0.3639796479,0.536326757
4212,64952.5508406953,64952.5508406953,64952.5508406953,0.0928367314,0.3489745458,0.5363508086,0.0928367314,0.3489745458,0.5363508086,0.0928367314,0.3489745458,0.5363508086
4213,63797.6423909606,63797.6423909606,63797.6423909606,0.1598309002,0.3232243584,0.5363746262,0.1598309002,0.3232243584,0.5363746262,0.1598309002,0.3232243584,0.5363746262
4214,62956.9228456046,62956.9228456046,62956.9228456046,0.1707573812,0.2911730816,0.5363982098,0.1707573812,0.2911730816,0.5363982098,0.1707573812,0.2911730816,0.5363982098
4215,61813.5442639206,61813.5442639206,61813.5442639206,0.1712399159,0.2386268512,0.5364215592,0.1712399159,0.2386268512,0.5364215592,0.1712399159,0.2386268512,0.5364215592
4216,61168.8324754247,61168.8324754247,61168.8324754247,0.148460915,0.1694912128,0.5364446743,0.148460915,0.1694912128,0.5364446743,0.148460915,0.1694912128,0.5364446743
4217,60403.0570723976,60403.0570723976,60403.0570723976,0.1318995314,0.1143832723,0.5364675548,0.1318995314,0.1143832723,0.5364675548,0.1318995314,0.1143832723,0.5364675548
4218,59083.8480029419,59083.8480029419,59083.8480029419,0.1242759526,0.0676052793,0.5364902007,0.1242759526,0.0676052793,0.5364902007,0.1242759526,0.0676052793,0.5364902007
4219,56676.0272250425,56676.0272250425,56676.0272250425,0.169988516,0.0303427914,0.5365126118,0.169988516,0.0303427914,0.5365126118,0.169988516,0.0303427914,0.5365126118
4220,54736.1269255297,54736.1269255297,54736.1269255297,0.1890309424,0.0013669919,0.5365347879,0.1890309424,0.0013669919,0.5365347879,0.1890309424,0.0013669919,0.5365347879
4221,52709.7526156374,52709.7526156374,52709.7526156374,0.2223847632,0,0.5365567289,0.2223847632,0,0.5365567289,0.2223847632,0,0.5365567289
4222,48345.6975584868,48345.6975584868,48345.6975584868,0.2556550165,0,0.5365784346,0.2556550165,0,0.5365784346,0.2556550165,0,0.5365784346
4223,44729.1622799498,44729.1622799498,44729.1622799498,0.2878182048,0,0.5365999049,0.2878182048,0,0.5365999049,0.2878182048,0,0.5365999049
4224,42718.1611274584,42718.1611274584,42718.1611274584,0.300273552,0,0.5366211397,0.300273552,0,0.5366211397,0.300273552,0,0.5366211397
4225,41717.9450740692,41717.9450740692,41717.9450740692,0.4319711422,0,0.5366421388,0.4319711422,0,0.5366421388,0.4319711422,0,0.5366421388
4226,41839.969510938,41839.969510938,41839.969510938,0.4351196055,0,0.5366629021,0.4351196055,0,0.5366629021,0.4351196055,0,0.5366629021
4227,42633.608761754,42633.608761754,42633.608761754,0.3837509954,0,0.5366834294,0.3837509954,0,0.5366834294,0.3837509954,0,0.5366834294
4228,44988.5843110883,44988.5843110883,44988.5843110883,0.3246742171,0,0.5367037206,0.3246742171,0,0.5367037206,0.3246742171,0,0.5367037206
4229,52337.9143710057,52337.9143710057,52337.9143710057,0.254815732,0.0114810012,0.5367237755,0.254815732,0.0114810012,0.5367237755,0.254815732,0.0114810012,0.5367237755
4230,58273.8747723876,58273.8747723876,58273.8747723876,0.1969800846,0.045730865,0.5367435941,0.1969800846,0.045730865,0.5367435941,0.1969800846,0.045730865,0.5367435941
4231,61564.6912784952,61564.6912784952,61564.6912784952,0.305986493,0.1075091253,0.5367631761,0.305986493,0.1075091253,0.5367631761,0.305986493,0.1075091253,0.5367631761
